Date Finished, Nodes, Degree, Dir, Path, Cluster, Tranvity
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M36.npy, 1.5555555555555556, 0.4247271825396825, 0.42472718253968256
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M63.npy, 1.5555555555555556, 0.4281994047619047, 0.42819940476190477
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M95.npy, 1.5555555555555556, 0.4259672619047618, 0.4259672619047619
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M71.npy, 1.5555555555555556, 0.4232390873015873, 0.4232390873015873
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M12.npy, 1.5555555555555556, 0.42981150793650796, 0.42981150793650796
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M2.npy, 1.5555555555555556, 0.4262152777777778, 0.4262152777777778
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M101.npy, 1.5555555555555556, 0.4250992063492062, 0.42509920634920634
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M47.npy, 1.5555555555555556, 0.42683531746031766, 0.42683531746031744
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M79.npy, 1.5555555555555556, 0.4267113095238095, 0.42671130952380953
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M53.npy, 1.5555555555555556, 0.4205109126984127, 0.4205109126984127
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M61.npy, 1.5555555555555556, 0.42509920634920645, 0.42509920634920634
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M99.npy, 1.5555555555555556, 0.42621527777777785, 0.4262152777777778
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M96.npy, 1.5555555555555556, 0.42633928571428564, 0.4263392857142857
03-20-21_21:49:57, 64, 28.0, Adjacency/64/28/M3.npy, 1.5555555555555556, 0.427951388888889, 0.4279513888888889
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M56.npy, 1.5555555555555556, 0.4233630952380953, 0.42336309523809523
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M45.npy, 1.5555555555555556, 0.423859126984127, 0.423859126984127
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M85.npy, 1.5555555555555556, 0.4257192460317461, 0.42571924603174605
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M7.npy, 1.5555555555555556, 0.4270833333333335, 0.4270833333333333
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M77.npy, 1.5555555555555556, 0.4284474206349209, 0.42844742063492064
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M22.npy, 1.5555555555555556, 0.42361111111111116, 0.4236111111111111
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M33.npy, 1.5555555555555556, 0.42857142857142855, 0.42857142857142855
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M48.npy, 1.5555555555555556, 0.4280753968253969, 0.4280753968253968
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M89.npy, 1.5555555555555556, 0.4255952380952379, 0.4255952380952381
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M66.npy, 1.5555555555555556, 0.4279513888888889, 0.4279513888888889
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M5.npy, 1.5555555555555556, 0.4273313492063492, 0.4273313492063492
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M11.npy, 1.5555555555555556, 0.42261904761904767, 0.4226190476190476
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M28.npy, 1.5555555555555556, 0.42373511904761896, 0.42373511904761907
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M41.npy, 1.5555555555555556, 0.4259672619047618, 0.4259672619047619
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M8.npy, 1.5555555555555556, 0.42423115079365076, 0.4242311507936508
03-20-21_21:49:58, 64, 28.0, Adjacency/64/28/M97.npy, 1.5555555555555556, 0.4296875, 0.4296875
