Date Finished, Nodes, Degree, Path, Average Shortest Path, Cluster, Tranvity, Diameter, GradientInfluenceMax, GradientInfluenceMean, RelationMean, Relation
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M0.npy, 1.7142857142857142, 0.26501225490196084, 0.2650122549019608, 2, 3, 2.0625, 849.9375, ['2:850.0', '2:850.0', '2:850.0', '2:850.0', '3:849.0', '2:850.0', '3:849.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '3:849.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '3:849.0', '2:850.0', '2:850.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M1.npy, 1.7142857142857142, 0.2591911764705881, 0.25919117647058826, 2, 2, 2.0, 850.0, ['2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M10.npy, 1.7142857142857142, 0.26102941176470584, 0.2610294117647059, 2, 3, 2.03125, 849.96875, ['2:850.0', '2:850.0', '3:849.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '3:849.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0', '2:850.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M100.npy, 2.046626984126984, 0.6724877450980397, 0.6724877450980392, 4, 4, 3.140625, 828.875, ['3:828.0', '3:828.0', '3:829.0', '3:829.0', '3:841.0', '3:830.0', '3:829.0', '3:834.0', '3:839.0', '3:828.0', '3:828.0', '3:840.0', '3:828.0', '3:827.0', '3:826.0', '3:831.0', '3:826.0', '3:839.0', '3:825.0', '3:825.0', '3:825.0', '4:821.0', '4:820.0', '4:819.0', '3:831.0', '4:823.0', '3:831.0', '3:827.0', '3:827.0', '3:827.0', '3:829.0', '3:832.0', '3:829.0', '3:830.0', '3:842.0', '3:846.0', '3:829.0', '3:829.0', '3:829.0', '3:838.0', '3:829.0', '3:828.0', '3:833.0', '3:827.0', '3:839.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:834.0', '3:832.0', '4:821.0', '4:821.0', '4:820.0', '4:822.0', '4:825.0', '3:832.0', '3:827.0', '3:836.0', '3:828.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M101.npy, 2.0515873015873014, 0.6844362745098044, 0.6844362745098039, 3, 3, 3.0, 828.5625, ['3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:834.0', '3:827.0', '3:841.0', '3:826.0', '3:826.0', '3:826.0', '3:827.0', '3:827.0', '3:827.0', '3:827.0', '3:837.0', '3:827.0', '3:841.0', '3:826.0', '3:826.0', '3:840.0', '3:825.0', '3:825.0', '3:825.0', '3:826.0', '3:827.0', '3:835.0', '3:826.0', '3:826.0', '3:826.0', '3:825.0', '3:825.0', '3:826.0', '3:826.0', '3:841.0', '3:827.0', '3:826.0', '3:826.0', '3:836.0', '3:826.0', '3:827.0', '3:842.0', '3:828.0', '3:827.0', '3:827.0', '3:827.0', '3:827.0', '3:827.0', '3:826.0', '3:841.0', '3:826.0', '3:840.0', '3:825.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:825.0', '3:826.0', '3:839.0', '3:826.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M102.npy, 2.0853174603174605, 0.6816789215686276, 0.6816789215686274, 4, 4, 3.234375, 826.5625, ['3:824.0', '4:818.0', '4:817.0', '4:816.0', '4:816.0', '3:832.0', '4:818.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:833.0', '3:827.0', '3:826.0', '3:832.0', '3:826.0', '3:826.0', '3:826.0', '3:827.0', '3:827.0', '3:837.0', '3:826.0', '3:826.0', '3:825.0', '3:839.0', '3:825.0', '3:826.0', '3:839.0', '4:823.0', '4:822.0', '4:821.0', '4:821.0', '3:833.0', '3:833.0', '4:820.0', '4:823.0', '4:820.0', '4:821.0', '4:822.0', '4:824.0', '3:826.0', '3:834.0', '3:825.0', '3:826.0', '3:826.0', '3:826.0', '3:827.0', '3:827.0', '3:828.0', '3:834.0', '3:826.0', '3:842.0', '3:827.0', '3:839.0', '3:828.0', '3:828.0', '3:827.0', '3:835.0', '3:826.0', '3:826.0', '3:826.0', '3:824.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M103.npy, 2.095734126984127, 0.6825980392156865, 0.6825980392156863, 4, 4, 3.34375, 825.90625, ['4:826.0', '4:822.0', '4:821.0', '3:833.0', '4:818.0', '4:818.0', '4:819.0', '3:828.0', '3:825.0', '3:825.0', '3:825.0', '3:826.0', '3:841.0', '3:826.0', '3:825.0', '3:825.0', '3:831.0', '3:825.0', '3:838.0', '3:828.0', '3:833.0', '3:825.0', '3:826.0', '3:825.0', '3:825.0', '3:825.0', '3:826.0', '3:826.0', '4:824.0', '4:823.0', '4:815.0', '3:830.0', '4:823.0', '4:820.0', '4:822.0', '4:823.0', '4:823.0', '4:822.0', '4:822.0', '3:826.0', '3:831.0', '3:825.0', '3:824.0', '3:830.0', '3:824.0', '3:824.0', '3:824.0', '3:825.0', '3:840.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:831.0', '3:838.0', '4:823.0', '3:831.0', '4:825.0', '4:825.0', '4:825.0', '4:827.0', '4:827.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M104.npy, 2.097718253968254, 0.6890318627450978, 0.6890318627450981, 4, 4, 3.265625, 825.6875, ['3:825.0', '4:820.0', '4:819.0', '4:816.0', '4:816.0', '4:815.0', '4:821.0', '4:817.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:826.0', '3:826.0', '3:825.0', '3:841.0', '3:827.0', '3:834.0', '3:827.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:840.0', '3:826.0', '3:834.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '4:824.0', '3:834.0', '4:818.0', '4:818.0', '4:817.0', '4:818.0', '3:833.0', '4:818.0', '4:820.0', '4:821.0', '4:821.0', '4:823.0', '3:825.0', '3:832.0', '3:826.0', '3:826.0', '3:825.0', '3:827.0', '3:827.0', '3:827.0', '3:828.0', '3:842.0', '3:827.0', '3:826.0', '3:836.0', '3:826.0', '3:842.0', '3:826.0', '3:826.0', '3:826.0', '3:825.0', '3:825.0', '3:825.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M105.npy, 2.099702380952381, 0.6914828431372549, 0.6914828431372549, 4, 4, 3.28125, 825.625, ['4:821.0', '3:835.0', '4:822.0', '4:823.0', '4:824.0', '3:825.0', '3:839.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:824.0', '3:824.0', '3:824.0', '3:824.0', '3:824.0', '4:815.0', '3:824.0', '3:824.0', '3:824.0', '3:824.0', '3:824.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:840.0', '3:825.0', '4:824.0', '4:823.0', '4:822.0', '4:827.0', '4:820.0', '3:825.0', '3:826.0', '3:826.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:835.0', '3:839.0', '4:824.0', '4:825.0', '4:825.0', '3:830.0', '4:824.0', '4:824.0', '4:825.0', '4:825.0', '4:824.0', '3:825.0', '3:840.0', '3:825.0', '3:825.0', '3:824.0', '3:824.0', '3:824.0', '3:824.0', '3:825.0', '3:826.0', '3:826.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M106.npy, 2.1026785714285716, 0.689950980392157, 0.6899509803921569, 4, 4, 3.234375, 825.4375, ['3:825.0', '3:825.0', '3:826.0', '3:826.0', '3:840.0', '3:826.0', '3:826.0', '3:825.0', '3:826.0', '3:826.0', '3:826.0', '3:840.0', '3:826.0', '3:826.0', '3:825.0', '3:825.0', '3:825.0', '3:839.0', '3:825.0', '3:825.0', '3:825.0', '4:820.0', '4:819.0', '4:818.0', '4:818.0', '4:821.0', '3:830.0', '4:820.0', '4:821.0', '4:822.0', '4:824.0', '3:825.0', '3:825.0', '3:826.0', '3:841.0', '3:825.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:832.0', '3:825.0', '3:838.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:833.0', '4:819.0', '4:818.0', '4:817.0', '4:815.0', '4:815.0', '4:822.0', '3:831.0', '3:825.0', '3:824.0', '3:825.0']
05-27-21_00:08:06, 64, 18, Adjacency/64\18\M107.npy, 2.1195436507936507, 0.6933210784313725, 0.6933210784313726, 4, 4, 3.328125, 824.34375, ['3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:826.0', '3:834.0', '3:827.0', '3:841.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:835.0', '4:823.0', '4:818.0', '4:817.0', '4:816.0', '4:814.0', '4:814.0', '4:814.0', '4:814.0', '4:816.0', '3:825.0', '3:833.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:826.0', '3:826.0', '3:841.0', '3:827.0', '3:826.0', '3:826.0', '3:836.0', '3:826.0', '3:826.0', '3:841.0', '3:826.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '3:825.0', '4:820.0', '4:819.0', '4:818.0', '4:815.0', '4:814.0', '4:816.0', '4:817.0', '4:818.0', '4:819.0', '4:820.0', '4:821.0', '4:822.0', '3:825.0', '3:839.0', '3:826.0']
