Date Finished, Nodes, Degree, Dir, Path, Cluster, Tranvity
05-24-21_11:27:32, 64, 36.0, Adjacency\64/36\M9.npy, 1.4285714285714286, 0.556994047619048, 0.5569940476190476
05-24-21_11:27:32, 64, 36.0, Adjacency\64/36\M8.npy, 1.4285714285714286, 0.5542410714285717, 0.5542410714285714
05-24-21_11:27:32, 64, 36.0, Adjacency\64/36\M7.npy, 1.4285714285714286, 0.5565476190476195, 0.5565476190476191
05-24-21_11:27:32, 64, 36.0, Adjacency\64/36\M6.npy, 1.4285714285714286, 0.728571428571428, 0.7285714285714285
05-24-21_11:27:32, 64, 36.0, Adjacency\64/36\M5.npy, 1.4285714285714286, 0.5593750000000002, 0.559375
05-24-21_11:27:32, 64, 36.0, Adjacency\64/36\M4.npy, 1.4285714285714286, 0.5580357142857145, 0.5580357142857143
05-24-21_11:27:32, 64, 36.0, Adjacency\64/36\M3.npy, 1.4285714285714286, 0.728571428571428, 0.7285714285714285
05-24-21_11:27:32, 64, 36.0, Adjacency\64/36\M2.npy, 1.4285714285714286, 0.5587797619047623, 0.5587797619047619
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M17.npy, 1.4285714285714286, 0.728571428571428, 0.7285714285714285
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M16.npy, 1.4285714285714286, 0.5537202380952384, 0.5537202380952381
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M15.npy, 1.4285714285714286, 0.5566220238095242, 0.5566220238095239
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M14.npy, 1.4285714285714286, 0.555729166666667, 0.5557291666666667
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M13.npy, 1.4285714285714286, 0.728571428571428, 0.7285714285714285
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M12.npy, 1.4285714285714286, 0.556994047619048, 0.5569940476190476
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M11.npy, 1.4285714285714286, 0.5545386904761909, 0.5545386904761904
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M10.npy, 1.4285714285714286, 0.728571428571428, 0.7285714285714285
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M1.npy, 1.4285714285714286, 0.5543898809523815, 0.554389880952381
05-24-21_11:27:33, 64, 36.0, Adjacency\64/36\M0.npy, 1.4285714285714286, 0.728571428571428, 0.7285714285714285
