Date Finished, Nodes, Degree, Dir, Path, Cluster, Tranvity
03-20-21_20:50:11, 64, 24.0, Adjacency/64/24/M36.npy, 1.619047619047619, 0.3588654891304348, 0.35886548913043476
03-20-21_20:50:11, 64, 24.0, Adjacency/64/24/M63.npy, 1.619047619047619, 0.35784646739130443, 0.3578464673913043
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M71.npy, 1.619047619047619, 0.363960597826087, 0.363960597826087
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M12.npy, 1.619047619047619, 0.35343070652173914, 0.35343070652173914
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M2.npy, 1.619047619047619, 0.36430027173913043, 0.36430027173913043
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M47.npy, 1.619047619047619, 0.361413043478261, 0.36141304347826086
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M79.npy, 1.619047619047619, 0.3631114130434784, 0.36311141304347827
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M53.npy, 1.619047619047619, 0.3617527173913043, 0.3617527173913043
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M61.npy, 1.619047619047619, 0.369225543478261, 0.36922554347826086
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M3.npy, 1.619047619047619, 0.3605638586956523, 0.36056385869565216
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M56.npy, 1.619047619047619, 0.3563179347826087, 0.3563179347826087
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M45.npy, 1.619047619047619, 0.36582880434782616, 0.3658288043478261
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M85.npy, 1.619047619047619, 0.3614130434782609, 0.36141304347826086
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M7.npy, 1.619047619047619, 0.3576766304347826, 0.3576766304347826
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M77.npy, 1.619047619047619, 0.3544497282608696, 0.35444972826086957
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M22.npy, 1.619047619047619, 0.36803668478260876, 0.3680366847826087
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M33.npy, 1.619047619047619, 0.3688858695652174, 0.3688858695652174
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M48.npy, 1.619047619047619, 0.36175271739130443, 0.3617527173913043
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M89.npy, 1.619047619047619, 0.36328125, 0.36328125
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M66.npy, 1.619047619047619, 0.3631114130434782, 0.36311141304347827
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M5.npy, 1.619047619047619, 0.3588654891304347, 0.35886548913043476
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M11.npy, 1.619047619047619, 0.3532608695652174, 0.3532608695652174
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M28.npy, 1.619047619047619, 0.36056385869565216, 0.36056385869565216
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M41.npy, 1.619047619047619, 0.3569972826086957, 0.3569972826086957
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M8.npy, 1.619047619047619, 0.3614130434782609, 0.36141304347826086
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M43.npy, 1.619047619047619, 0.359375, 0.359375
03-20-21_20:50:12, 64, 24.0, Adjacency/64/24/M0.npy, 1.619047619047619, 0.3644701086956523, 0.36447010869565216
